응답자ID,답변 ID,시작일시,종료일시,D1,점포,고객기대수준,낮은 기대수준 이유,과거 부정적 쇼핑 요소,고객인지품질,고객인지가치,직원 서비스,정보 제공,상품 준비,신속 결제,매장 환경,인도 만족도,인도 불만족 이유,실 대기시간,적정 대기시간,불만 제기 유무,불만 항목,불만 처리 과정 만족도,재이용의향률,제공받고 싶은 서비스,추가 의견
215.0,116-65-71983,2024-04-13 15:41:21,2024-04-13 15:43:33,0524040324200006,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
216.0,709-84-91364,2024-04-13 16:31:26,2024-04-13 16:33:02,0124040316900006,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없어요,서비스아주만족입니다.
217.0,907-55-29045,2024-04-13 17:33:53,2024-04-13 17:34:22,0524032935900002,명동점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
218.0,219-46-81910,2024-04-13 17:55:22,2024-04-13 17:55:42,0524031934200037,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
219.0,449-04-41985,2024-04-14 14:06:02,2024-04-14 14:06:48,0524032107400008,인천공항점,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
220.0,872-06-29996,2024-04-14 14:18:07,2024-04-14 14:19:55,0524040329500003,명동점,4.0,타 면세점이 익숙함,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,
221.0,400-84-70974,2024-04-14 14:22:59,2024-04-14 14:24:27,0524040317900007,명동점,6.0,,,5.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
222.0,119-83-09899,2024-04-14 14:30:36,2024-04-14 14:31:05,0524040505000001,명동점,6.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
223.0,108-87-49591,2024-04-14 14:38:24,2024-04-14 14:42:08,0524040302100013,명동점,7.0,,,7.0,4.0,7.0,7.0,6.0,5.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,런칭 이벤트  할인,"많은 상품이 품절되서 아쉽고,오프라인매장은 할인혜택이 넘 적어요"
224.0,369-76-84099,2024-04-14 14:55:36,2024-04-14 14:56:28,0124031319800006,부산점,5.0,,,7.0,6.0,7.0,7.0,1.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
225.0,959-80-49350,2024-04-14 15:21:20,2024-04-14 15:21:56,0524040207400001,명동점,6.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
226.0,133-88-04524,2024-04-14 15:38:28,2024-04-14 15:39:25,0524032329600006,명동점,6.0,,,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
227.0,672-43-71501,2024-04-14 16:44:27,2024-04-14 16:47:18,0124033111600003,부산점,6.0,,,6.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,다양한 매장이 있었으면 좋겠습니다.
228.0,974-56-71981,2024-04-15 00:13:17,2024-04-15 00:15:33,0124032417100001,부산점,6.0,,,4.0,5.0,6.0,6.0,3.0,6.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,부산점 면세점 분위기가 너무 썰렁했어요 물건도 별로 없고..
229.0,573-72-93481,2024-04-15 02:09:30,2024-04-15 02:11:58,0524031603900016,명동점,5.0,,,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,현재 면세가 아닌 매장에서의 가격,
230.0,386-96-75483,2024-04-15 13:44:26,2024-04-15 13:46:29,0124032926400002,부산점,7.0,,,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
231.0,335-70-07720,2024-04-15 14:53:56,2024-04-15 14:56:10,0524040638900004,명동점,5.0,,,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,,이벤트나 할인률이 많았으면 좋겠어요
232.0,397-26-27891,2024-04-15 15:06:07,2024-04-15 15:12:15,0524040605700001,명동점,5.0,,,6.0,7.0,7.0,4.0,3.0,4.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,"제품에 대한 정보 또는 사용법(ex 화장품),, 신모델에 대한 안내 또는 트렌드 안내 ( 명품브랜드 또는 클랙식 브랜드)","온라인 면세점과 오프라인 면세점의 가격이 다르고,, 오프라인 프로모션 안내를 온라인에서도 확인가능하다면 고객에게 더 풍성한 정보를 제공할것 같음."
233.0,595-51-97564,2024-04-15 16:40:14,2024-04-15 16:42:29,0524032435900003,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,"Tumi 가방 손잡이 흠집이 있었지만, 데일리 백팩으로 사용 할 용도로 그냥 사용하기로 했습니다. 포장을 벚겨내니 보이는 흠집이라 직원 문제보다는 제품 문제로 보여 그냥 수령했네요"
234.0,134-74-60652,2024-04-15 16:47:08,2024-04-15 16:48:41,0124032925900003,부산점,6.0,,,6.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한제품,
235.0,251-68-63485,2024-04-15 16:49:52,2024-04-15 16:52:07,0524031706900001,명동점,5.0,,,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
236.0,172-09-26733,2024-04-16 11:37:16,2024-04-16 11:39:21,0524032137500028,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,Free delivery service to hotel.,
237.0,574-89-88235,2024-04-16 14:02:46,2024-04-16 14:03:12,0124031417700001,부산점,7.0,,,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
238.0,566-03-95845,2024-04-16 14:11:08,2024-04-16 14:12:05,0524032233900003,인천공항점,6.0,,,6.0,6.0,7.0,7.0,6.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
239.0,363-32-20344,2024-04-16 14:10:12,2024-04-16 14:17:24,0124032602200001,부산점,3.0,기타: 다양한브랜드가 없음,,4.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,,,,불만을 제기한 경험이 있다.,"상품 품절 및 다양성 부족, 기타: 결제절차복잡.
구매시점마다
카드다양성으로 불편함",아니오.,예.,잠깐휴식공간,"다양한 브랜드가 없음,빈약함"
240.0,670-39-83236,2024-04-16 14:15:48,2024-04-16 14:18:16,0524032610400012,명동점,6.0,,,5.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,보다 많은 할인 서비스 부탁드립니다.,늘 한결같은 좋은 서비스 감사드립니다.
241.0,392-37-14781,2024-04-16 14:16:45,2024-04-16 14:18:37,0524040711800014,명동점,7.0,,,4.0,3.0,5.0,6.0,3.0,5.0,5.0,4.0,기타: 너무 멀어요,,,불만을 제기한 경험이 없다.,,,아니오.,픽업서비스,찾기 힘듬
242.0,218-38-21408,2024-04-16 14:22:28,2024-04-16 14:23:22,0524040705300051,명동점,7.0,,,5.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
243.0,741-97-14276,2024-04-16 14:23:52,2024-04-16 14:24:48,0124031325900003,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
244.0,178-69-14330,2024-04-16 14:25:36,2024-04-16 14:26:27,0524040403800003,명동점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
245.0,628-97-24106,2024-04-16 14:26:17,2024-04-16 14:27:03,1624040916900031,인천공항점,4.0,타 면세점이 익숙함,,5.0,6.0,7.0,7.0,4.0,7.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,쿠폰,
246.0,248-59-53435,2024-04-16 14:26:41,2024-04-16 14:27:20,0524040633200009,명동점,6.0,,,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,,,,불만이 있었지만 제기하지 않았다.,인도 과정 불만 ,,예.,,
247.0,818-43-92725,2024-04-16 14:27:31,2024-04-16 14:28:46,1424040915900064,인천공항점,5.0,,,4.0,6.0,5.0,4.0,5.0,4.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
248.0,458-87-10499,2024-04-16 14:28:55,2024-04-16 14:29:40,0524033009200017,명동점,6.0,,,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,다양한 이벤트,만족합니다
249.0,150-99-87796,2024-04-16 14:28:46,2024-04-16 14:30:56,1624040911900003,인천공항점,7.0,,,3.0,4.0,6.0,7.0,2.0,5.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,2터미널에 더욱 다양한 지점이 있었으면 좋겠습니다. 향수 뿐만 아니라 화장품 부분에서도 다양함과 공항에서만 살 수 있는 제품들이 많아졌으면 좋겠고 공항에서 더욱 저렴하게 스페셜하게 할 수 있는 선물들이 많아지면 더욱 좋을 것 같습니다,위 내용과 동일합니다
250.0,230-45-67546,2024-04-16 14:31:38,2024-04-16 14:32:37,1624040905500226,인천공항점,5.0,,,5.0,5.0,4.0,5.0,6.0,4.0,5.0,,,,,불만이 있었지만 제기하지 않았다.,기타: 마일리지 사용이나 포인트사용에 의문이듬,,예.,,
251.0,209-34-92465,2024-04-16 14:34:25,2024-04-16 14:38:34,1424040912800177,인천공항점,7.0,,,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
252.0,996-50-32151,2024-04-16 14:50:07,2024-04-16 14:50:51,0524040613800006,명동점,6.0,,,6.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,직원 불친절,,,불만을 제기한 경험이 없다.,,,예.,,
253.0,390-03-00719,2024-04-16 15:30:24,2024-04-16 15:32:02,0524032532200005,명동점,7.0,,,7.0,7.0,7.0,7.0,4.0,5.0,7.0,4.0,기타: Vip전용 창구가 따로 없음,,,불만을 제기한 경험이 없다.,,,예.,Vip서비스 차별화,
254.0,664-84-91288,2024-04-16 15:30:42,2024-04-16 15:32:28,1424040915900079,인천공항점,5.0,,,7.0,5.0,6.0,6.0,2.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,아토클래식RX제품은 없나요?,감사합니다
255.0,133-20-13157,2024-04-16 15:53:30,2024-04-16 15:56:02,0124032307900002,부산점,7.0,,,5.0,6.0,6.0,5.0,2.0,6.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,좀 더 다양한 제품이 구비됐으면 좋겠습니다,다양한 상품구비를 원해요
256.0,365-99-21148,2024-04-16 17:22:34,2024-04-16 17:23:46,1624040912200024,인천공항점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,건강종류,감사합니다
257.0,871-43-32656,2024-04-16 17:38:50,2024-04-16 17:39:20,1524040906200004,인천공항점,7.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
258.0,185-21-06852,2024-04-16 19:40:27,2024-04-16 19:42:19,0524031309200031,명동점,6.0,,,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
259.0,396-16-98827,2024-04-16 21:35:10,2024-04-16 21:39:01,0524032414700012,명동점,6.0,,,5.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
260.0,529-97-23556,2024-04-17 14:19:17,2024-04-17 14:19:48,0524032433700007,명동점,5.0,,,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
261.0,157-27-14192,2024-04-17 14:21:21,2024-04-17 14:22:51,0124040304700002,부산점,6.0,,,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
262.0,476-40-18730,2024-04-17 14:18:20,2024-04-17 14:23:12,0124033112600001,부산점,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,공항 면세점도 라운지 서비스가 있으면 좋겠어요,이월상품 세일 많으면 좋겠어요
263.0,694-57-73558,2024-04-17 14:16:45,2024-04-17 14:23:49,0124033024100005,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
264.0,734-25-56130,2024-04-17 14:49:04,2024-04-17 14:50:33,0524040633300002,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
265.0,342-07-51330,2024-04-17 15:33:05,2024-04-17 15:34:52,0524040723300001,명동점,6.0,,,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,골프용품  옷등도  있었으면  좋겠습니다
266.0,492-47-21539,2024-04-17 20:05:42,2024-04-17 20:06:29,0524031607800019,명동점,4.0,타 면세점이 익숙함,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
267.0,654-80-64547,2024-04-17 23:36:19,2024-04-17 23:36:46,0524032403900013,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
268.0,122-44-31442,2024-04-18 11:21:20,2024-04-18 11:22:27,0524040627500011,명동점,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
269.0,669-39-08507,2024-04-18 14:01:54,2024-04-18 14:03:35,0524031622500028,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,신백처럼 면세점 카페(구매자 인증시 이용 기능한),"늘 좋은 제품, 가격으로 판매해주세요"
270.0,273-97-87101,2024-04-18 14:05:52,2024-04-18 14:07:54,0124033111600001,부산점,6.0,,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,입점한 매장도 적었지만 가방은 종류가 별로없어 더 실망했어요
271.0,610-57-36641,2024-04-18 14:12:30,2024-04-18 14:13:10,0524040634200017,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
272.0,117-90-23765,2024-04-18 14:13:25,2024-04-18 14:15:35,0124032104900001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,예전에 매장마다 물건이  가득했으면 합니다
273.0,435-31-13197,2024-04-18 14:14:01,2024-04-18 14:15:35,0524040605100016,명동점,5.0,,,5.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,명품도 합산된 금액으로 해줬으면 좋겠어요 면세점이랑 백화점 실적 모두 동일 하게 해주면 좋겠습니다,
274.0,915-20-93975,2024-04-18 14:17:04,2024-04-18 14:17:23,0524032922500027,인천공항점,6.0,,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,,,,불만을 제기한 경험이 없다.,,,예.,,
275.0,276-81-37152,2024-04-18 14:20:35,2024-04-18 14:21:37,0124040707900016,부산점,5.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
276.0,288-60-28381,2024-04-18 14:22:42,2024-04-18 14:23:40,0124040726400005,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,직원 불친절,,,불만이 있었지만 제기하지 않았다.,"직원 불친절, 인도 과정 불만 ",,아니오.,,
277.0,189-41-24485,2024-04-18 14:38:37,2024-04-18 14:40:01,0124040911700003,부산점,6.0,,,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
278.0,474-62-12221,2024-04-18 14:41:35,2024-04-18 14:43:46,0524040614000007,명동점,4.0,기타: 다양한 브랜드의  부족,,4.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,백화점  안의 매장이다보니  다양한 브랜드부족이  아쉬움
279.0,268-90-10250,2024-04-18 14:56:35,2024-04-18 14:57:34,0124040703600004,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,쿠폰사용 많이되게해주세요,제품이 더 다양해지기를
280.0,541-14-03653,2024-04-18 15:01:26,2024-04-18 15:02:25,0524031611600015,명동점,7.0,,,6.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,엄서요,재고관리좀 잘해주세요 없는게 많네요 ㅠㅠ
281.0,730-36-14315,2024-04-18 15:47:17,2024-04-18 15:49:12,0524031506800017,명동점,6.0,,,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
282.0,213-56-14907,2024-04-18 16:07:54,2024-04-18 16:08:42,0524032432200001,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,없습니다.,제공하신 서비스에 감사합니다.
283.0,263-76-94495,2024-04-19 14:07:00,2024-04-19 14:08:17,0124032425900002,부산점,4.0,기타: 상품이 없음,,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,
284.0,230-13-79200,2024-04-19 14:23:24,2024-04-19 14:24:38,0524040803900008,명동점,1.0,기타: 불친절,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,직원 불친절,,,불만을 제기한 경험이 있다.,직원 불친절,예.,예.,,
285.0,511-63-02644,2024-04-19 14:25:23,2024-04-19 14:25:55,0524040929500002,명동점,5.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
286.0,669-12-35901,2024-04-19 14:28:09,2024-04-19 14:30:26,0124040604700001,부산점,5.0,,,1.0,4.0,6.0,6.0,1.0,6.0,6.0,6.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,매장도  제품도 너무 없어서 실망했어요
287.0,199-31-87731,2024-04-19 14:49:09,2024-04-19 14:55:23,0124040806700003,부산점,4.0,기타: 상품이 많지 않음,,5.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,상품 품목을 늘여주세요
288.0,151-66-02132,2024-04-19 15:14:29,2024-04-19 15:15:14,0524040734200017,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
289.0,879-68-62612,2024-04-19 15:38:22,2024-04-19 15:39:16,0524040622700028,인천공항점,7.0,,,4.0,4.0,7.0,5.0,4.0,7.0,7.0,,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,예.,,
290.0,127-53-89235,2024-04-19 17:00:38,2024-04-19 17:01:50,0524032137500013,명동점,5.0,,,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,,,,불만이 있었지만 제기하지 않았다.,"이벤트, 상품 품절 및 다양성 부족",,예.,,
291.0,495-79-40933,2024-04-19 22:15:18,2024-04-19 22:17:47,0124040703600009,부산점,5.0,,,5.0,5.0,7.0,7.0,3.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,상품이 많앟으면 좋겠어요,친절하고 좋았어요
292.0,556-21-62507,2024-04-20 14:12:20,2024-04-20 14:13:49,0124032318300006,부산점,7.0,,,5.0,7.0,5.0,5.0,7.0,6.0,7.0,5.0,,,,불만을 제기한 경험이 없다.,,,아니오.,ㆍ,면세점 포인트적립을 위해서는 통합아이디로 가입이 되어있어야되는데 이거에 대한 설명은 전혀안해주네요
293.0,400-60-61187,2024-04-20 14:22:16,2024-04-20 14:23:01,0524040511600038,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
294.0,665-36-91757,2024-04-20 14:42:10,2024-04-20 14:43:30,0524040714300004,명동점,7.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
295.0,579-31-03969,2024-04-20 15:09:04,2024-04-20 15:11:00,0524040714300005,명동점,7.0,,,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,예.,예.,,
296.0,482-75-14551,2024-04-20 15:33:51,2024-04-20 15:48:25,0124040802900001,부산점,5.0,,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,"다양한 의류종류 두루두루  갔춰주시길.버버리,일본이세이미야케.",일본 JTC 면세점 처럼 다양하시길!
297.0,926-50-44813,2024-04-20 17:17:27,2024-04-20 17:18:48,0524040735600013,명동점,5.0,,,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,
298.0,950-85-40960,2024-04-20 19:47:49,2024-04-20 19:48:21,0524031722500041,명동점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
299.0,736-48-34730,2024-04-20 20:08:31,2024-04-20 20:13:27,0524040634100057,명동점,1.0,과거 부정적 쇼핑 경험,상품 품절,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,아니요,자주자주 이용하려고 합니다
300.0,650-22-49210,2024-04-21 14:08:14,2024-04-21 14:12:22,0524032903900002,명동점,6.0,,,6.0,4.0,6.0,6.0,6.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 없다.,,,예.,,구매는 했으나 여행사 실수로 구매한 제품을 못가지고 나옴으로 이런 상황이 생기면 바로 취소 처리가 되었으면 좋겠습니다. 멀리가서 구매했는데 취소도 와서 하라고 하면 그건 너무 불합리하다고 봅니다. 취소시 친절하게 응대는 잘해주셨으나 취소 시간도 오래 걸린다는건 불편한 것 같습니다.
301.0,582-82-48497,2024-04-21 14:13:58,2024-04-21 14:15:26,0124040516100001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
302.0,264-83-21227,2024-04-21 14:23:48,2024-04-21 14:25:20,0124041120100002,부산점,5.0,,,4.0,6.0,6.0,6.0,3.0,6.0,4.0,5.0,,,,불만을 제기한 경험이 없다.,,,예.,물건이 너무 없다,한국산이 너무 없다
303.0,943-92-00551,2024-04-21 14:22:23,2024-04-21 14:25:46,0124041007600007,부산점,3.0,기타: 매장이 정상운영더지않고 물건이 없다,,1.0,3.0,4.0,1.0,1.0,4.0,5.0,6.0,,,,불만이 있었지만 제기하지 않았다.,상품 품절 및 다양성 부족,,아니오.,제발 면세점 정상운영해주세요.,제품이 없고 매장이 썰렁하니 폐점분위기임
304.0,361-08-98784,2024-04-21 14:28:21,2024-04-21 14:29:57,0124032011700003,부산점,7.0,,,5.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,할인,
305.0,742-50-27902,2024-04-21 14:32:04,2024-04-21 14:32:56,0124041202500001,부산점,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
306.0,221-82-41936,2024-04-21 14:29:23,2024-04-21 14:33:37,0524040703800003,명동점,3.0,"과거 부정적 쇼핑 경험, 타 면세점이 익숙함","직원 불친절, 상품 품절",3.0,4.0,3.0,3.0,3.0,4.0,7.0,4.0,키오스크 사용 불편 및 고장,,,불만을 제기한 경험이 없다.,,,아니오.,롯데면세점과 같은 서비스,에르메스 직원들은 친절했지만 그외 부띠끄 매장 직원들은 매장에 들어서기도 전부터 불친절했다
307.0,184-99-97065,2024-04-21 14:34:43,2024-04-21 14:35:12,0524041114400001,명동점,6.0,,,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
308.0,554-50-05985,2024-04-21 14:51:15,2024-04-21 14:51:55,0524041226200018,명동점,7.0,,,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
309.0,304-33-95956,2024-04-21 15:52:10,2024-04-21 15:58:34,0124033011200002,부산점,6.0,,,3.0,4.0,5.0,4.0,3.0,7.0,5.0,7.0,,,,불만을 제기한 경험이 없다.,,,아니오.,,제가구입한곳은매우친철해서좋았지만아모레화장품매장에서는고객을무시하는건지나를무시한건지매우불쾌했습니다.
310.0,358-56-12639,2024-04-21 16:40:13,2024-04-21 16:41:05,0524031613300001,명동점,4.0,"과거 부정적 쇼핑 경험, 타 면세점이 익숙함","상품 결제 과정 불편, 직원의 언어 구사력 미흡, 타사대비 이벤트 미흡",5.0,4.0,4.0,4.0,1.0,1.0,7.0,7.0,,,,불만이 있었지만 제기하지 않았다.,"상품 품절 및 다양성 부족, 결제오류",,예.,타면세점등급매칭,
311.0,816-32-73953,2024-04-21 16:49:27,2024-04-21 16:50:06,0524033126200017,명동점,7.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
312.0,335-95-01313,2024-04-21 21:55:05,2024-04-21 21:56:33,0524031711700009,명동점,4.0,타 면세점이 익숙함,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
313.0,804-04-14801,2024-04-22 14:19:35,2024-04-22 14:21:35,0524040433400002,명동점,4.0,타 면세점이 익숙함,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,
314.0,576-30-36418,2024-04-22 14:29:14,2024-04-22 14:32:07,0124041426400001,부산점,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,불만을 제기한 경험이 없다.,,,예.,,그날 응대해 주셨던 분을 친절 직원으로 추천합니다.
315.0,849-94-27434,2024-04-22 14:26:32,2024-04-22 14:33:16,0124040211300002,부산점,1.0,과거 부정적 쇼핑 경험,"기타: 매장수가 너무적음.
화장품 매장외에는 살것이 없음.
이렇게 매장관리할바에는 문닫는게 좋겠다",2.0,4.0,7.0,7.0,2.0,7.0,7.0,6.0,,,,불만을 제기한 경험이 있다.,상품 품절 및 다양성 부족,아니오.,예.,"거주지와 가까워서 화장품구매하러오기는하지만,기타 다른상품은 너무 없어서 롯데면세점 이용함.",매장의 다양화
